id,podcast_id,host_name,title,description,scheduled_start,actual_start,actual_end,status,current_listeners,created_at
62f1929e-da17-43da-b2c9-832adaeedeb5,f7183e20-579d-444a-b469-8d02b85bb9fc,Aditya Reddy,Live: Discussing The Daily Rhythm with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 14:17:55,2026-06-19 14:32:55,2026-06-19 15:12:55,scheduled,0,2026-06-19 14:32:55
5995d61d-c827-4a56-ac5d-fba898457bac,25a3dc4b-457f-4903-a7ea-213c3c8ef542,Samantha Rogers,Live: Discussing Science Decoded with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 14:20:35,2026-06-19 14:35:35,2026-06-19 16:17:35,live,14,2026-06-19 14:35:35
8c7d1ae1-e5f6-44aa-bcf6-27603672a26f,5e7d5c6d-0c97-4fc0-b77a-e2709b676904,Vikram Sen,Live: Discussing Science Decoded with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 14:21:13,2026-06-19 14:36:13,2026-06-19 15:15:13,scheduled,0,2026-06-19 14:36:13
5a776510-343f-4c67-a1f7-9d74bdd7dcca,c76942de-76f9-4868-b012-617a5d74d081,Vikram Sen,Live: Discussing History Reimagined with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 14:21:44,2026-06-19 14:36:44,2026-06-19 15:48:44,scheduled,0,2026-06-19 14:36:44
6dc3446c-275b-4308-a694-44fde0316c2e,26d731ea-7427-41e2-959e-64a94ee21e1d,Priya Nair,Live: Discussing Mindset Matters with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 14:22:06,2026-06-19 14:37:06,2026-06-19 18:00:06,completed,0,2026-06-19 14:37:06
c54ab41e-0558-452f-965f-6a9eb9b1704b,5e7d5c6d-0c97-4fc0-b77a-e2709b676904,Vikram Sen,Live: Discussing Science Decoded with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 14:22:22,2026-06-19 14:37:22,2026-06-19 15:40:22,completed,0,2026-06-19 14:37:22
3ce4b08e-e76e-4c46-b050-8342925ca5e6,39c47e9d-9db0-443c-be4f-ad0661854d5b,Dr. Ramesh Kumar,Live: Discussing Science Decoded with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 14:23:02,2026-06-19 14:38:02,2026-06-19 16:33:02,live,59,2026-06-19 14:38:02
4b1065e0-c76b-433d-b3c5-489229c49d79,35261b2e-22e8-477d-8301-e8148aa7c0b8,Priya Nair,Live: Discussing Laugh Track Live with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 14:24:12,2026-06-19 14:39:12,2026-06-19 14:56:12,completed,0,2026-06-19 14:39:12
1eb8f48d-9529-45a1-adaa-5b7399e85c38,a9e01414-2e02-40b7-9c17-c6658f2fe8b5,Vikram Sen,Live: Discussing History Reimagined with Kumar,Interactive Q&A live broadcast with listeners.,2026-06-19 14:24:28,2026-06-19 14:39:28,2026-06-19 17:20:28,live,28,2026-06-19 14:39:28
b0a191c6-eed1-47a5-bc8d-9de0124238a9,2ebd73a2-9f2b-44f9-ae48-ded0aefe8433,Michael Chang,Live: Discussing Mindset Matters with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 14:25:07,2026-06-19 14:40:07,2026-06-19 15:50:07,completed,0,2026-06-19 14:40:07
cc59bc8f-387c-4e9f-9987-74137d1950a5,5e7d5c6d-0c97-4fc0-b77a-e2709b676904,Vikram Sen,Live: Discussing Science Decoded with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 14:25:43,2026-06-19 14:40:43,2026-06-19 16:57:43,completed,0,2026-06-19 14:40:43
bf35718c-c905-4457-92b9-d31c727978f6,26d731ea-7427-41e2-959e-64a94ee21e1d,Priya Nair,Live: Discussing Mindset Matters with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 14:28:25,2026-06-19 14:43:25,2026-06-19 17:28:25,cancelled,0,2026-06-19 14:43:25
c4bf5c61-d5b1-4eab-a81e-691f56773a62,14a6b4b9-7ca4-4a2b-b187-c71d7056528e,Sarah Jenkins,Live: Discussing Tech Bytes & Beats with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 14:30:54,2026-06-19 14:45:54,2026-06-19 17:51:54,scheduled,0,2026-06-19 14:45:54
c3a531ce-c65e-494f-92fc-90964a427194,c76942de-76f9-4868-b012-617a5d74d081,Vikram Sen,Live: Discussing History Reimagined with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 14:31:58,2026-06-19 14:46:58,2026-06-19 18:12:58,cancelled,0,2026-06-19 14:46:58
aa072e43-9d8d-4197-9eb4-1f2ca1f0718d,90b3500f-36d0-479e-865a-ac3bdd1d021b,Sarah Jenkins,Live: Discussing Indie Creator Spotlight with Jenkins,Interactive Q&A live broadcast with listeners.,2026-06-19 14:32:37,2026-06-19 14:47:37,2026-06-19 15:46:37,live,76,2026-06-19 14:47:37
fee4726a-b3b6-419f-a022-abbcf26f3876,ba5528dc-e36c-423e-80f4-01d064e30964,Michael Chang,Live: Discussing Indie Creator Spotlight with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:39:00,2026-06-19 14:54:00,2026-06-19 16:37:00,completed,0,2026-06-19 14:54:00
880f57ae-5c8f-463b-b3ab-ca56cacfa5b9,4fe3a113-9163-4e87-a5cb-a5899d6331bb,Sarah Jenkins,Live: Discussing Tech Bytes & Beats with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:40:25,2026-06-19 14:55:25,2026-06-19 15:38:25,completed,0,2026-06-19 14:55:25
4f984a16-0517-4656-8012-1c3dd4fac485,33e649e6-68da-4a24-9722-292612f3f28d,Sarah Jenkins,Live: Discussing Mindset Matters with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 14:41:30,2026-06-19 14:56:30,2026-06-19 16:03:30,cancelled,0,2026-06-19 14:56:30
c909bb40-cf11-4fe2-b9fe-9c6b9268522c,47c9b1f9-8bf3-4044-b90e-70e6d40f5150,Vikram Sen,Live: Discussing Tech Bytes & Beats with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 14:42:51,2026-06-19 14:57:51,2026-06-19 15:12:51,cancelled,0,2026-06-19 14:57:51
96bd7691-62b1-4f1c-bae5-1abdd28e68f3,f4a14fa1-d103-4465-9031-ff9bd486b173,Vikram Sen,Live: Discussing Science Decoded with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:44:35,2026-06-19 14:59:35,2026-06-19 16:33:35,scheduled,0,2026-06-19 14:59:35
c0af0a4c-4954-46c1-8ccc-042f2232703d,7a3d9105-4f53-492b-a4f8-51609eff9472,Michael Chang,Live: Discussing Science Decoded with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 14:45:04,2026-06-19 15:00:04,2026-06-19 18:10:04,live,15,2026-06-19 15:00:04
02dfbbd1-f6a5-430a-947f-167fbd7a3013,4fe3a113-9163-4e87-a5cb-a5899d6331bb,Sarah Jenkins,Live: Discussing Tech Bytes & Beats with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:46:02,2026-06-19 15:01:02,2026-06-19 16:20:02,cancelled,0,2026-06-19 15:01:02
00841a24-28b4-437a-9a33-6d9397e9551c,9d257c77-b050-49ce-9776-6dfa83c3b480,Sarah Jenkins,Live: Discussing Laugh Track Live with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:48:48,2026-06-19 15:03:48,2026-06-19 15:15:48,live,20,2026-06-19 15:03:48
86507c7e-f855-4f43-9af2-9b231ef7a74c,9d257c77-b050-49ce-9776-6dfa83c3b480,Sarah Jenkins,Live: Discussing Laugh Track Live with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:48:58,2026-06-19 15:03:58,2026-06-19 16:40:58,scheduled,0,2026-06-19 15:03:58
274fcd43-1ee8-4dec-b4db-343d9298d14b,3466e16f-babd-4a0b-845a-a9bf15932bd1,Priya Nair,Live: Discussing Tech Bytes & Beats with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 14:49:26,2026-06-19 15:04:26,2026-06-19 16:02:26,live,34,2026-06-19 15:04:26
da209146-2478-47b0-9ff5-cc5de3e93475,f4a14fa1-d103-4465-9031-ff9bd486b173,Vikram Sen,Live: Discussing Science Decoded with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:49:51,2026-06-19 15:04:51,2026-06-19 17:37:51,completed,0,2026-06-19 15:04:51
188bc9a4-7925-481f-8e87-f9576fb35979,777cadea-6b84-4e0e-aa33-9b0ef9d14647,Dr. Ramesh Kumar,Live: Discussing Laugh Track Live with Sharma,Interactive Q&A live broadcast with listeners.,2026-06-19 14:50:16,2026-06-19 15:05:16,2026-06-19 18:26:16,scheduled,0,2026-06-19 15:05:16
e0e0d05c-6587-4d9a-8bb5-340c7a92b34d,2ed9201d-235e-4e65-8574-b487e4a3c14d,Samantha Rogers,Live: Discussing Laugh Track Live with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 14:50:40,2026-06-19 15:05:40,2026-06-19 17:45:40,scheduled,0,2026-06-19 15:05:40
daa64933-4bd2-4005-ab83-a329ba7e455b,57e85cd4-091b-44f8-a356-989b5c17b7b6,Priya Nair,Live: Discussing Indie Creator Spotlight with Sharma,Interactive Q&A live broadcast with listeners.,2026-06-19 14:50:54,2026-06-19 15:05:54,2026-06-19 15:46:54,live,30,2026-06-19 15:05:54
2484a3f9-fc97-4c21-9b78-ac002ae50d0c,f29c7e3a-b2e5-4fb1-adea-345ad96a85f9,Dr. Ramesh Kumar,Live: Discussing Laugh Track Live with Kumar,Interactive Q&A live broadcast with listeners.,2026-06-19 14:51:05,2026-06-19 15:06:05,2026-06-19 18:47:05,completed,0,2026-06-19 15:06:05
2c3b31b8-9ff5-448f-81ff-4a4ecc8c6464,924f3767-a7a6-452d-97b3-5048f83ade78,Michael Chang,Live: Discussing The Daily Rhythm with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 14:52:35,2026-06-19 15:07:35,2026-06-19 17:06:35,completed,0,2026-06-19 15:07:35
6d4851f7-bd0d-4314-b885-0030292f692f,88958818-1649-443f-bdcb-bf91f776490a,Samantha Rogers,Live: Discussing History Reimagined with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 14:55:08,2026-06-19 15:10:08,2026-06-19 16:35:08,scheduled,0,2026-06-19 15:10:08
b6730968-337a-4906-b245-c079b1f0aeb3,33e649e6-68da-4a24-9722-292612f3f28d,Sarah Jenkins,Live: Discussing Mindset Matters with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 14:55:49,2026-06-19 15:10:49,2026-06-19 15:36:49,completed,0,2026-06-19 15:10:49
ca3e6a0a-bfd6-4724-846d-839fc7ed47d2,028865c4-a093-4652-b875-db489f054503,Vikram Sen,Live: Discussing Echoes of Eternity with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 14:59:49,2026-06-19 15:14:49,2026-06-19 17:57:49,completed,0,2026-06-19 15:14:49
95c46dc7-4754-4475-9ca5-273289bec43e,2f8b5fe2-a8b6-49f4-b083-21f53c24957d,Sarah Jenkins,Live: Discussing Indie Creator Spotlight with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:00:05,2026-06-19 15:15:05,2026-06-19 18:43:05,completed,0,2026-06-19 15:15:05
272b72c1-bc18-4517-a675-4bf1fe2173b2,f29c7e3a-b2e5-4fb1-adea-345ad96a85f9,Dr. Ramesh Kumar,Live: Discussing Laugh Track Live with Kumar,Interactive Q&A live broadcast with listeners.,2026-06-19 15:02:36,2026-06-19 15:17:36,2026-06-19 16:53:36,cancelled,0,2026-06-19 15:17:36
4f9e3186-6f04-4ec2-8fba-edb9d28368d1,2f8b5fe2-a8b6-49f4-b083-21f53c24957d,Sarah Jenkins,Live: Discussing Indie Creator Spotlight with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:04:03,2026-06-19 15:19:03,2026-06-19 16:59:03,live,24,2026-06-19 15:19:03
7f2d61c4-c7c8-4e33-aed5-396f432e7fe3,0a582612-1924-4072-9dd1-767fbdbfc712,Vikram Sen,Live: Discussing Mindset Matters with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 15:06:17,2026-06-19 15:21:17,2026-06-19 18:28:17,cancelled,0,2026-06-19 15:21:17
0da6f459-53ae-4ad4-9204-ccfdcd090d51,0a582612-1924-4072-9dd1-767fbdbfc712,Vikram Sen,Live: Discussing Mindset Matters with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 15:07:09,2026-06-19 15:22:09,2026-06-19 15:57:09,scheduled,0,2026-06-19 15:22:09
dcec07e1-d91c-4326-8ddf-e14f607799ad,01405255-fb7e-4ccb-93cf-e9225b5a616c,Samantha Rogers,Live: Discussing The Daily Rhythm with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:07:17,2026-06-19 15:22:17,2026-06-19 17:27:17,cancelled,0,2026-06-19 15:22:17
b6ec5a36-556f-4555-b320-abedf3d4b389,33e649e6-68da-4a24-9722-292612f3f28d,Sarah Jenkins,Live: Discussing Mindset Matters with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 15:07:33,2026-06-19 15:22:33,2026-06-19 15:58:33,live,25,2026-06-19 15:22:33
9966c931-2be0-417c-87a4-136a9978f82d,0d768a03-1996-4d4c-8c4c-66ba400fcdcb,Michael Chang,Live: Discussing The Daily Rhythm with Jenkins,Interactive Q&A live broadcast with listeners.,2026-06-19 15:09:01,2026-06-19 15:24:01,2026-06-19 16:38:01,live,38,2026-06-19 15:24:01
11b1efda-aaf6-403b-a846-7759c43c382b,0df70b41-1766-4ee1-9e6d-f69f239d9a2f,Aditya Reddy,Live: Discussing Echoes of Eternity with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:09:27,2026-06-19 15:24:27,2026-06-19 15:48:27,cancelled,0,2026-06-19 15:24:27
23844cff-68ef-455c-9597-64212a720864,3466e16f-babd-4a0b-845a-a9bf15932bd1,Priya Nair,Live: Discussing Tech Bytes & Beats with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 15:10:10,2026-06-19 15:25:10,2026-06-19 18:47:10,scheduled,0,2026-06-19 15:25:10
528459cc-0abd-43cc-8acf-078793c3a5ea,e6c211a9-715f-4bab-836d-1b4ac9123c1c,Priya Nair,Live: Discussing Mindset Matters with Sharma,Interactive Q&A live broadcast with listeners.,2026-06-19 15:12:33,2026-06-19 15:27:33,2026-06-19 18:56:33,live,28,2026-06-19 15:27:33
e7ff9ab7-5794-4c63-8d8b-4d3300839857,f29c7e3a-b2e5-4fb1-adea-345ad96a85f9,Dr. Ramesh Kumar,Live: Discussing Laugh Track Live with Kumar,Interactive Q&A live broadcast with listeners.,2026-06-19 15:14:02,2026-06-19 15:29:02,2026-06-19 19:04:02,completed,0,2026-06-19 15:29:02
32b44bae-d372-44be-bd83-b47bed20882c,01405255-fb7e-4ccb-93cf-e9225b5a616c,Samantha Rogers,Live: Discussing The Daily Rhythm with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:15:18,2026-06-19 15:30:18,2026-06-19 15:40:18,completed,0,2026-06-19 15:30:18
75e1a865-b5e8-4634-882b-74302eaef028,7a3d9105-4f53-492b-a4f8-51609eff9472,Michael Chang,Live: Discussing Science Decoded with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 15:15:27,2026-06-19 15:30:27,2026-06-19 19:27:27,completed,0,2026-06-19 15:30:27
af2edfb5-f52c-4d25-94e4-83f8d0cc76e9,7ae6b74d-8afd-411b-a741-c29f412e30ac,Samantha Rogers,Live: Discussing Indie Creator Spotlight with Kumar,Interactive Q&A live broadcast with listeners.,2026-06-19 15:15:45,2026-06-19 15:30:45,2026-06-19 17:54:45,live,38,2026-06-19 15:30:45
5573264e-73e4-46f1-8c54-3b31e8b2a499,0df70b41-1766-4ee1-9e6d-f69f239d9a2f,Aditya Reddy,Live: Discussing Echoes of Eternity with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:16:21,2026-06-19 15:31:21,2026-06-19 19:05:21,cancelled,0,2026-06-19 15:31:21
32163962-83aa-440b-9307-64e94a79834d,74561401-0548-43a3-9267-51deb2a1ce93,Samantha Rogers,Live: Discussing Echoes of Eternity with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 15:16:29,2026-06-19 15:31:29,2026-06-19 19:28:29,cancelled,0,2026-06-19 15:31:29
1a86d359-7d4f-4994-9b68-184979d47743,4fe3a113-9163-4e87-a5cb-a5899d6331bb,Sarah Jenkins,Live: Discussing Tech Bytes & Beats with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 15:17:20,2026-06-19 15:32:20,2026-06-19 18:24:20,cancelled,0,2026-06-19 15:32:20
1f1b2955-9f45-473b-80bd-285cd772a1e7,0df70b41-1766-4ee1-9e6d-f69f239d9a2f,Aditya Reddy,Live: Discussing Echoes of Eternity with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:18:01,2026-06-19 15:33:01,2026-06-19 17:15:01,live,20,2026-06-19 15:33:01
a571c5ab-6a19-424f-9587-530803382197,929db359-0b9c-4dcd-b2d4-a9edc08d1ca9,Dr. Ramesh Kumar,Live: Discussing Mindset Matters with Kumar,Interactive Q&A live broadcast with listeners.,2026-06-19 15:18:17,2026-06-19 15:33:17,2026-06-19 17:43:17,scheduled,0,2026-06-19 15:33:17
4654207e-9432-4e20-bb8b-5fadbc7a0a99,74561401-0548-43a3-9267-51deb2a1ce93,Samantha Rogers,Live: Discussing Echoes of Eternity with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 15:18:40,2026-06-19 15:33:40,2026-06-19 17:19:40,completed,0,2026-06-19 15:33:40
6d9fc08e-27e6-4448-8d2d-f6bb1eb7b652,5d634327-cef0-442e-862a-c61a6ebc8bcf,Dr. Ramesh Kumar,Live: Discussing Science Decoded with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 15:19:31,2026-06-19 15:34:31,2026-06-19 17:02:31,scheduled,0,2026-06-19 15:34:31
544c36d5-f19d-4681-9c35-0149359bbd7a,0603e240-431c-4df1-aba5-d71528aa5c47,Priya Nair,Live: Discussing Indie Creator Spotlight with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:19:57,2026-06-19 15:34:57,2026-06-19 19:04:57,live,29,2026-06-19 15:34:57
966acfc9-891f-44dc-9930-bdc58de043ef,7a3d9105-4f53-492b-a4f8-51609eff9472,Michael Chang,Live: Discussing Science Decoded with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 15:20:48,2026-06-19 15:35:48,2026-06-19 16:02:48,live,65,2026-06-19 15:35:48
1e3a0c6f-b8bc-4510-9792-c8f5ff0da6ac,ab284b45-a84b-4293-b368-f94e0a62236d,Samantha Rogers,Live: Discussing Science Decoded with Sharma,Interactive Q&A live broadcast with listeners.,2026-06-19 15:24:02,2026-06-19 15:39:02,2026-06-19 17:43:02,completed,0,2026-06-19 15:39:02
5b0fd04c-6c87-47f5-810a-4a4bcaa0ad70,5d634327-cef0-442e-862a-c61a6ebc8bcf,Dr. Ramesh Kumar,Live: Discussing Science Decoded with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 15:25:22,2026-06-19 15:40:22,2026-06-19 19:40:22,cancelled,0,2026-06-19 15:40:22
f0afb766-8b54-4ca9-8a0f-5cc0aca70f2b,88958818-1649-443f-bdcb-bf91f776490a,Samantha Rogers,Live: Discussing History Reimagined with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 15:28:37,2026-06-19 15:43:37,2026-06-19 19:27:37,live,69,2026-06-19 15:43:37
9d646fc9-6349-45ff-a2d6-70080fc6e5c5,d7496674-8974-408e-90d0-1eff083fc312,Sarah Jenkins,Live: Discussing Laugh Track Live with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:30:37,2026-06-19 15:45:37,2026-06-19 18:00:37,scheduled,0,2026-06-19 15:45:37
bfd8865a-79ee-4af4-b162-9ccead613c8f,ceb789ce-251c-47d3-99a4-a9f2b41c4aff,Dr. Ramesh Kumar,Live: Discussing The Daily Rhythm with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 15:30:56,2026-06-19 15:45:56,2026-06-19 18:04:56,cancelled,0,2026-06-19 15:45:56
eb0a7a92-c2e3-4465-9826-ec7dd6fce8d3,2f8b5fe2-a8b6-49f4-b083-21f53c24957d,Sarah Jenkins,Live: Discussing Indie Creator Spotlight with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 15:31:56,2026-06-19 15:46:56,2026-06-19 19:16:56,cancelled,0,2026-06-19 15:46:56
532ad3b6-0d86-426b-a121-7113c78c1d7a,7b3faafc-5a81-460c-aca5-0215d32f83ec,Kabir Sharma,Live: Discussing History Reimagined with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 15:33:17,2026-06-19 15:48:17,2026-06-19 16:32:17,live,79,2026-06-19 15:48:17
8c3aa7ce-0248-41c7-86ec-e8b1e5475b91,47c9b1f9-8bf3-4044-b90e-70e6d40f5150,Vikram Sen,Live: Discussing Tech Bytes & Beats with Nair,Interactive Q&A live broadcast with listeners.,2026-06-19 15:34:32,2026-06-19 15:49:32,2026-06-19 17:32:32,scheduled,0,2026-06-19 15:49:32
d081e944-7898-4aa1-b530-5a19a1f0eb59,ab284b45-a84b-4293-b368-f94e0a62236d,Samantha Rogers,Live: Discussing Science Decoded with Sharma,Interactive Q&A live broadcast with listeners.,2026-06-19 18:09:51,2026-06-19 18:24:51,2026-06-19 22:14:51,cancelled,0,2026-06-19 18:24:51
0cb161b7-795b-440b-aa9a-5dcd5af0cd22,0627f72f-3a6f-4122-833d-549637ce0a32,Samantha Rogers,Live: Discussing The Daily Rhythm with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 18:10:06,2026-06-19 18:25:06,2026-06-19 20:19:06,scheduled,0,2026-06-19 18:25:06
baa896bd-f95f-4ce7-ba0b-5bb62446ddd4,b9b8d353-bdc0-4624-a6b3-58e13a29ee85,Kabir Sharma,Live: Discussing The Daily Rhythm with Jenkins,Interactive Q&A live broadcast with listeners.,2026-06-19 18:10:11,2026-06-19 18:25:11,2026-06-19 20:10:11,live,80,2026-06-19 18:25:11
a070d391-dfbc-4703-a89f-9bb5182ccd1c,b9b8d353-bdc0-4624-a6b3-58e13a29ee85,Kabir Sharma,Live: Discussing The Daily Rhythm with Jenkins,Interactive Q&A live broadcast with listeners.,2026-06-19 18:10:16,2026-06-19 18:25:16,2026-06-19 19:25:16,cancelled,0,2026-06-19 18:25:16
0361387f-caf3-40bf-99f8-4b59be44ff49,c2b9116c-5bbc-455a-a53a-f438eaa7c81c,Sarah Jenkins,Live: Discussing Echoes of Eternity with Chang,Interactive Q&A live broadcast with listeners.,2026-06-19 18:10:57,2026-06-19 18:25:57,2026-06-19 21:46:57,completed,0,2026-06-19 18:25:57
75560c48-2964-43d8-82ed-cec13ae00bfa,c49a1495-48f9-4a14-bb48-c05a21fbbcca,Samantha Rogers,Live: Discussing History Reimagined with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 18:11:39,2026-06-19 18:26:39,2026-06-19 19:25:39,live,76,2026-06-19 18:26:39
aff7a67b-3d46-4ca7-b5d2-65380e0c2706,3e7d9515-e207-49be-85c3-1fabb1482e80,Kabir Sharma,Live: Discussing Science Decoded with Rogers,Interactive Q&A live broadcast with listeners.,2026-06-19 18:13:47,2026-06-19 18:28:47,2026-06-19 20:27:47,live,77,2026-06-19 18:28:47
57dde2fd-bfa4-482d-b673-5384bee5893a,d7496674-8974-408e-90d0-1eff083fc312,Sarah Jenkins,Live: Discussing Laugh Track Live with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 18:14:21,2026-06-19 18:29:21,2026-06-19 20:21:21,cancelled,0,2026-06-19 18:29:21
0fba1efc-16fc-4c05-99ca-1b8198267c94,d7496674-8974-408e-90d0-1eff083fc312,Sarah Jenkins,Live: Discussing Laugh Track Live with Reddy,Interactive Q&A live broadcast with listeners.,2026-06-19 18:15:32,2026-06-19 18:30:32,2026-06-19 20:40:32,scheduled,0,2026-06-19 18:30:32
6d45342f-6b54-42b3-916c-7ad9cb297bb3,5107496d-e3a4-45b2-9430-03afbafb97ba,Kabir Sharma,Live: Discussing Mindset Matters with Sen,Interactive Q&A live broadcast with listeners.,2026-06-19 18:16:41,2026-06-19 18:31:41,2026-06-19 20:45:41,scheduled,0,2026-06-19 18:31:41
